number,incident_state,active,reassignment_count,reopen_count,sys_mod_count,made_sla,contact_type,location,category,subcategory,impact,urgency,priority,knowledge,u_priority_confirmation,notify,opened_at,caller_id,assignment_group,opened_by,priority_raw,is_high_priority,hour,day_of_week
INC0009946,Closed,False,0,0,4,True,Email,LOC_045,Hardware,Printer,3,3,4,True,True,1,2024-10-09 07:26:39.382765095,USER_0113,GROUP_22,USER_0009,4,0,7,2
INC0009947,Closed,False,0,0,1,True,Self service,,Software,Performance,3,3,5,False,False,1,2023-07-05 18:12:50.663263915,USER_0385,GROUP_13,USER_0077,5,0,18,2
INC0009948,Resolved,True,1,1,6,True,Walk-in,LOC_044,Hardware,Laptop,2,2,4,False,True,2,2024-02-07 15:44:03.059865388,USER_0298,GROUP_10,USER_0003,4,0,15,2
INC0009949,Closed,False,4,0,13,False,Self service,,Software,Crash,2,2,2,False,False,1,2023-01-06 01:01:07.753132103,USER_0209,GROUP_13,USER_0022,2,1,1,4
INC0009950,Active,False,0,0,4,True,Chat,LOC_030,Software,License,3,3,5,False,False,1,2023-06-20 08:44:27.772317428,USER_0342,GROUP_26,USER_0013,5,0,8,1
INC0009951,Resolved,False,4,0,14,True,Self service,LOC_023,Software,License,2,1,2,False,True,1,2023-06-20 18:21:46.002622877,USER_0240,,USER_0024,2,1,18,1
INC0009952,Closed,False,1,0,6,True,Phone,LOC_024,Security,Malware,3,3,5,False,False,1,2024-05-18 13:08:43.718057345,USER_0147,GROUP_06,USER_0091,5,0,13,5
INC0009953,Closed,False,0,0,2,True,Email,,Software,Performance,3,3,5,False,False,2,2023-11-15 19:19:06.010608051,USER_0024,GROUP_15,USER_0036,5,0,19,2
INC0009954,Closed,False,2,0,12,True,Walk-in,LOC_004,Hardware,Laptop,2,3,4,False,False,1,2024-11-13 17:44:34.459560997,USER_0413,GROUP_27,USER_0044,4,0,17,2
INC0009955,Closed,False,0,0,5,True,Chat,LOC_040,Network,VPN,3,2,5,False,True,1,2024-07-07 12:27:51.803311717,USER_0453,GROUP_17,USER_0092,5,0,12,6
INC0009956,Closed,False,1,0,4,True,Email,LOC_040,Software,Performance,3,3,5,True,False,1,2024-06-06 19:38:55.336925379,USER_0395,GROUP_18,USER_0061,5,0,19,3
INC0009957,Active,False,4,0,16,False,Self service,,Email,Spam,1,2,1,False,True,3,2024-10-08 18:23:10.731817889,USER_0414,GROUP_06,USER_0019,1,1,18,1
INC0009958,Closed,False,0,0,4,True,Email,,Email,Spam,3,2,3,False,True,1,2024-07-01 06:25:19.419161118,USER_0117,GROUP_28,USER_0075,3,0,6,0
INC0009959,Closed,False,1,0,9,True,Phone,LOC_046,Security,Vulnerability,2,3,4,False,False,1,2023-03-03 09:47:59.215290340,USER_0076,GROUP_27,USER_0082,4,0,9,4
INC0009960,Closed,False,1,0,7,True,Walk-in,LOC_018,Hardware,Printer,3,2,4,False,False,3,2024-09-15 17:51:47.736800002,USER_0011,GROUP_21,USER_0050,4,0,17,6
INC0009961,Closed,False,0,0,5,True,Chat,LOC_031,Database,Slow query,3,1,4,False,True,1,2023-03-29 02:36:09.202240307,USER_0204,GROUP_17,USER_0026,4,0,2,2
INC0009962,Closed,False,2,0,12,True,Email,LOC_030,Database,Replication,2,2,3,False,True,1,2023-09-17 02:20:56.823058430,USER_0420,GROUP_23,USER_0022,3,0,2,6
INC0009963,Closed,False,0,0,5,True,Phone,LOC_039,Software,License,2,2,3,False,False,1,2023-06-14 03:35:25.023832493,USER_0489,GROUP_03,USER_0027,3,0,3,2
INC0009964,Closed,True,1,1,13,True,Self service,LOC_018,Software,Performance,3,1,4,False,False,2,2024-08-26 17:21:39.637306551,USER_0215,GROUP_11,USER_0078,4,0,17,0
INC0009965,Closed,False,1,0,6,True,Email,LOC_033,Software,Performance,3,3,4,False,False,1,2023-09-06 10:44:35.272090044,USER_0194,GROUP_08,USER_0038,4,0,10,2
INC0009966,Closed,False,1,0,6,True,Phone,LOC_037,Database,Connection,3,3,5,False,False,1,2024-05-08 15:12:38.922086870,USER_0256,GROUP_02,USER_0033,5,0,15,2
INC0009967,Closed,False,2,0,8,False,Phone,LOC_050,Email,Not receiving,3,1,2,True,True,1,2023-11-08 07:36:28.071473477,USER_0465,GROUP_12,USER_0038,2,1,7,2
INC0009968,Closed,False,0,0,3,True,Phone,LOC_047,Network,Firewall,2,2,4,True,False,1,2023-11-28 15:16:07.206832952,USER_0367,GROUP_08,USER_0092,4,0,15,1
INC0009969,Closed,False,0,0,2,True,Self service,,Email,Attachment,2,3,4,True,True,1,2023-08-23 23:55:00.726093454,USER_0014,GROUP_12,USER_0035,4,0,23,2
INC0009970,Active,False,5,2,22,False,Phone,LOC_028,Network,Firewall,2,1,2,False,True,2,2023-03-24 05:14:51.731153532,USER_0253,GROUP_02,USER_0065,2,1,5,4
INC0009971,Resolved,False,3,1,15,True,Phone,,Network,DNS,3,2,4,False,False,1,2024-12-28 17:42:10.518623252,USER_0017,GROUP_16,USER_0098,4,0,17,5
INC0009972,Closed,True,3,0,12,True,Walk-in,LOC_030,Other,Unknown,3,1,3,False,True,1,2024-11-02 04:10:48.165339348,USER_0324,GROUP_02,USER_0093,3,0,4,5
INC0009973,Closed,False,1,0,12,True,Chat,LOC_016,Other,Miscellaneous,3,2,4,True,False,1,2023-06-28 09:55:56.950671243,USER_0414,GROUP_14,USER_0010,4,0,9,2
INC0009974,Closed,False,1,0,6,True,Phone,LOC_008,Network,Firewall,3,3,5,False,False,1,2024-11-24 13:28:19.878149108,USER_0009,GROUP_02,USER_0046,5,0,13,6
INC0009975,Closed,True,0,0,1,False,Phone,LOC_001,Software,Crash,3,3,5,False,True,2,2024-12-20 15:55:18.592594733,USER_0051,GROUP_15,USER_0076,5,0,15,4
INC0009976,Active,False,0,0,3,True,Email,LOC_016,Network,Firewall,2,3,4,False,True,3,2024-09-01 05:10:00.037298044,USER_0249,,USER_0029,4,0,5,6
INC0009977,Closed,False,1,0,7,False,Phone,LOC_020,Software,Installation,3,3,5,False,False,2,2024-04-25 06:14:01.242871546,USER_0178,GROUP_12,USER_0039,5,0,6,3
INC0009978,Closed,False,2,0,9,True,Phone,LOC_045,Email,Not receiving,3,2,5,True,True,1,2023-03-04 17:44:20.541985516,USER_0102,GROUP_20,USER_0071,5,0,17,5
INC0009979,Closed,False,0,1,4,True,Phone,LOC_039,Other,Miscellaneous,3,3,5,False,False,1,2024-10-09 14:53:36.448089254,USER_0106,GROUP_15,USER_0011,5,0,14,2
INC0009980,Closed,False,2,0,8,False,Chat,LOC_001,Database,Backup,3,3,5,True,False,2,2024-03-22 04:21:36.069279987,USER_0002,GROUP_22,USER_0087,5,0,4,4
INC0009981,Active,False,1,0,7,True,Chat,LOC_006,Software,Installation,1,3,4,False,False,2,2024-10-15 05:52:55.081074235,USER_0482,GROUP_14,USER_0076,4,0,5,1
INC0009982,Resolved,False,0,0,5,True,Self service,LOC_039,Database,Replication,3,1,3,False,False,3,2024-09-10 10:16:36.562197181,USER_0053,GROUP_21,USER_0097,3,0,10,1
INC0009983,Closed,False,0,0,3,True,Self service,LOC_020,Software,License,3,3,5,False,False,3,2023-03-15 11:51:44.907231840,USER_0122,GROUP_09,USER_0046,5,0,11,2
INC0009984,Closed,False,0,1,3,True,Self service,,Access,Account locked,3,3,5,False,False,1,2023-01-11 07:50:59.718280649,USER_0252,GROUP_03,USER_0078,5,0,7,2
INC0009985,Closed,False,5,0,18,False,Email,LOC_010,Access,Permission,2,1,2,False,True,3,2023-05-29 15:26:05.026121315,USER_0319,,USER_0008,2,1,15,0
INC0009986,Closed,False,0,1,5,True,Email,LOC_032,Database,Connection,2,2,4,True,False,2,2024-04-28 12:58:26.779215827,USER_0482,GROUP_28,USER_0004,4,0,12,6
INC0009987,Closed,False,0,1,7,False,Email,LOC_049,Software,Performance,3,3,4,True,False,1,2023-08-15 17:36:09.849693321,USER_0345,GROUP_01,USER_0063,4,0,17,1
INC0009988,Closed,False,2,1,12,True,Self service,LOC_031,Hardware,Printer,3,2,3,False,False,3,2023-10-21 09:47:19.105856910,USER_0282,GROUP_28,USER_0095,3,0,9,5
INC0009989,Closed,False,0,0,5,True,Phone,,Network,DNS,3,3,5,False,True,1,2023-10-08 03:15:17.834113961,USER_0010,,USER_0047,5,0,3,6
INC0009990,Closed,False,1,0,6,True,Phone,,Email,Not sending,3,3,4,False,False,1,2024-09-09 16:22:34.657059956,USER_0372,GROUP_19,USER_0013,4,0,16,0
INC0009991,Closed,False,0,1,5,True,Chat,,Software,Installation,3,3,5,False,False,1,2024-03-01 19:03:40.405239872,USER_0275,GROUP_09,USER_0054,5,0,19,4
INC0009992,Closed,False,0,4,13,False,Phone,LOC_041,Software,Crash,1,3,2,False,False,2,2024-09-23 04:06:44.426924289,USER_0480,GROUP_02,USER_0071,2,1,4,0
INC0009993,Closed,False,0,1,4,True,Phone,LOC_003,Software,Installation,1,2,3,True,False,1,2023-03-14 01:19:50.503400855,USER_0148,GROUP_22,USER_0087,3,0,1,1
INC0009994,Closed,False,0,0,2,True,Email,LOC_030,Email,Spam,1,3,3,False,False,1,2023-12-09 09:20:09.102008015,USER_0016,GROUP_21,USER_0051,3,0,9,5
INC0009995,Closed,False,2,0,11,True,Phone,LOC_012,Network,Connectivity,3,3,5,True,False,1,2024-08-13 04:20:51.663596042,USER_0411,GROUP_18,USER_0047,5,0,4,1
INC0009996,Closed,False,2,1,13,False,Phone,LOC_027,Access,Password reset,2,2,2,False,False,2,2023-12-16 23:24:15.148861928,USER_0202,GROUP_22,USER_0024,2,1,23,5
INC0009997,Closed,False,2,0,12,True,Phone,LOC_017,Access,Permission,3,3,5,False,False,1,2023-03-22 23:42:30.361734428,USER_0420,GROUP_28,USER_0094,5,0,23,2
INC0009998,Closed,False,1,0,4,False,Email,LOC_034,Access,VPN access,3,3,5,False,False,1,2023-06-15 23:24:17.882487489,USER_0484,GROUP_15,USER_0019,5,0,23,3
INC0009999,Active,False,0,0,4,True,Phone,LOC_007,Software,License,3,2,4,True,True,2,2024-12-06 04:32:11.870987810,USER_0115,GROUP_15,USER_0082,4,0,4,4
INC0010000,Resolved,False,2,0,7,False,Email,LOC_029,Hardware,Laptop,3,3,4,True,False,1,2023-11-22 19:26:05.513130143,USER_0045,GROUP_25,USER_0051,4,0,19,2
INC0010001,Active,False,4,1,17,True,Phone,LOC_001,Software,Crash,3,3,5,False,True,1,2024-02-01 11:02:12.911346613,USER_0353,GROUP_04,USER_0090,5,0,11,3
INC0010002,Closed,False,0,0,0,False,Phone,LOC_033,Software,Performance,3,3,5,False,False,1,2023-12-30 18:28:38.723417303,USER_0225,GROUP_21,USER_0059,5,0,18,5
INC0010003,Resolved,False,0,0,11,True,Walk-in,LOC_019,Network,DNS,3,3,5,False,False,1,2024-03-24 13:05:23.635794517,USER_0130,GROUP_19,USER_0037,5,0,13,6
INC0010004,Closed,True,1,0,5,True,Self service,LOC_029,Database,Connection,3,2,4,False,True,2,2023-07-27 16:15:15.529789688,USER_0014,GROUP_29,USER_0027,4,0,16,3
INC0010005,Closed,False,1,0,5,True,Self service,LOC_029,Software,Installation,2,3,5,False,False,2,2023-04-18 12:42:58.301276771,USER_0296,GROUP_17,USER_0057,5,0,12,1
INC0010006,Closed,False,3,0,16,False,Phone,LOC_027,Access,Account locked,3,3,5,False,True,2,2024-12-14 08:22:06.268337278,USER_0158,GROUP_24,USER_0044,5,0,8,5
INC0010007,Closed,False,2,0,6,True,Phone,LOC_026,Network,Firewall,3,2,4,True,False,2,2023-01-28 22:06:24.377720146,USER_0467,GROUP_23,USER_0010,4,0,22,5
INC0010008,Closed,True,0,0,1,True,Self service,LOC_026,Database,Replication,3,3,4,False,False,1,2023-05-22 09:35:27.916726400,USER_0467,GROUP_26,USER_0083,4,0,9,0
INC0010009,Active,False,2,0,8,True,Phone,LOC_002,Email,Attachment,2,3,5,False,False,2,2023-05-19 02:32:24.254398852,USER_0313,GROUP_12,USER_0077,5,0,2,4
INC0010010,Closed,False,4,0,14,False,Self service,LOC_044,Email,Spam,2,1,1,False,True,2,2023-09-06 16:13:36.523531738,USER_0393,,USER_0067,1,1,16,2
INC0010011,Closed,False,0,0,5,True,Email,LOC_006,Access,Account locked,2,3,4,False,False,1,2023-03-01 18:15:13.366114286,USER_0496,GROUP_08,USER_0025,4,0,18,2
INC0010012,Active,False,1,0,9,False,Self service,LOC_003,Email,Spam,2,3,4,False,False,2,2023-09-08 04:34:48.840227132,USER_0368,GROUP_11,USER_0059,4,0,4,4
INC0010013,Closed,False,1,0,6,True,Email,LOC_016,Access,Account locked,3,3,5,True,False,1,2023-11-13 15:11:17.136709002,USER_0190,GROUP_24,USER_0067,5,0,15,0
INC0010014,Closed,False,0,0,3,True,Email,LOC_038,Software,Crash,3,2,4,False,False,2,2023-01-10 10:10:48.698992932,USER_0025,GROUP_11,USER_0012,4,0,10,1
INC0010015,Closed,False,0,1,4,False,Phone,LOC_049,Software,Installation,3,3,5,False,False,1,2023-07-06 17:51:15.640622371,USER_0370,GROUP_18,USER_0070,5,0,17,3
INC0010016,Closed,False,3,0,12,True,Self service,LOC_027,Network,Connectivity,2,3,4,True,False,2,2023-10-17 10:54:39.192751155,USER_0075,GROUP_27,USER_0031,4,0,10,1
INC0010017,Closed,False,1,0,5,False,Self service,LOC_029,Network,VPN,3,1,4,False,False,1,2024-12-24 04:28:44.067894351,USER_0393,GROUP_14,USER_0046,4,0,4,1
INC0010018,Closed,False,0,0,1,False,Phone,LOC_019,Hardware,Server,3,3,5,True,False,1,2024-07-10 06:58:21.927740498,USER_0498,GROUP_01,USER_0053,5,0,6,2
INC0010019,Closed,False,2,0,9,True,Email,LOC_046,Network,VPN,2,3,4,True,False,2,2024-05-01 21:31:41.025450978,USER_0334,GROUP_19,USER_0081,4,0,21,2
INC0010020,Closed,True,1,0,11,True,Email,,Hardware,Printer,3,2,3,False,False,1,2023-12-02 11:20:57.062538017,USER_0369,GROUP_24,USER_0098,3,0,11,5
INC0010021,Closed,False,0,0,9,True,Email,,Network,Connectivity,3,3,5,False,True,2,2024-11-29 12:56:31.211419784,USER_0386,GROUP_27,USER_0001,5,0,12,4
INC0010022,Resolved,False,1,1,9,True,Phone,,Network,Firewall,3,3,4,False,True,1,2023-12-24 04:52:16.756555305,USER_0464,GROUP_08,USER_0066,4,0,4,6
INC0010023,Resolved,True,1,0,8,True,Chat,LOC_034,Access,VPN access,3,1,2,True,True,1,2023-04-05 21:59:19.620072378,USER_0221,GROUP_13,USER_0067,2,1,21,2
INC0010024,Resolved,True,0,0,4,False,Email,,Network,VPN,3,3,4,False,False,1,2024-05-14 00:43:20.563789133,USER_0043,GROUP_16,USER_0049,4,0,0,1
INC0010025,Resolved,False,1,1,8,True,Walk-in,LOC_048,Email,Not sending,1,2,2,False,True,2,2023-05-29 00:03:40.913141485,USER_0411,GROUP_06,USER_0060,2,1,0,0
INC0010026,Resolved,False,3,1,12,True,Self service,LOC_032,Network,DNS,2,1,2,True,True,2,2023-04-11 05:42:57.378991650,USER_0160,GROUP_03,USER_0016,2,1,5,1
INC0010027,Closed,True,1,0,10,True,Phone,LOC_009,Access,Password reset,3,2,5,False,True,1,2023-09-05 21:54:06.906167632,USER_0421,GROUP_13,USER_0093,5,0,21,1
INC0010028,Closed,True,2,0,8,False,Phone,LOC_012,Access,Password reset,3,1,3,False,False,1,2024-12-19 12:35:58.764968084,USER_0302,GROUP_19,USER_0070,3,0,12,3
INC0010029,Closed,False,2,1,13,True,Walk-in,LOC_014,Security,Malware,3,3,5,False,False,1,2023-06-24 21:18:20.877052342,USER_0165,GROUP_06,USER_0094,5,0,21,5
INC0010030,Closed,False,3,0,11,True,Email,LOC_001,Security,Phishing,2,3,4,False,False,1,2024-05-01 02:03:02.311219648,USER_0118,GROUP_15,USER_0075,4,0,2,2
INC0010031,Closed,False,1,0,7,True,Phone,LOC_045,Network,DNS,3,2,3,False,False,3,2024-01-28 20:51:44.799139932,USER_0003,GROUP_10,USER_0098,3,0,20,6
INC0010032,Closed,False,0,0,7,False,Chat,LOC_036,Other,Unknown,3,2,3,True,False,1,2024-06-23 09:16:36.194470662,USER_0368,,USER_0034,3,0,9,6
INC0010033,Closed,False,1,1,7,False,Email,LOC_044,Access,Account locked,2,2,2,False,True,1,2024-01-21 03:29:11.470268789,USER_0285,,USER_0066,2,1,3,6
INC0010034,Closed,False,1,0,6,True,Phone,LOC_010,Access,Permission,2,3,5,False,False,1,2023-09-28 11:12:49.491403822,USER_0357,GROUP_15,USER_0082,5,0,11,3
INC0010035,Closed,False,2,0,8,True,Email,LOC_044,Security,Vulnerability,3,3,4,True,False,1,2023-08-02 07:48:17.282876122,USER_0436,,USER_0069,4,0,7,2
INC0010036,Closed,False,2,1,8,True,Self service,LOC_016,Software,Installation,2,1,2,False,False,1,2024-06-18 15:32:33.978677346,USER_0320,GROUP_29,USER_0086,2,1,15,1
INC0010037,Resolved,False,1,0,8,True,Phone,,Access,Password reset,3,2,3,False,False,2,2024-09-02 06:11:38.678696051,USER_0074,GROUP_18,USER_0070,3,0,6,0
INC0010038,Active,True,0,0,5,False,Email,,Hardware,Monitor,2,1,3,False,True,2,2023-01-25 14:21:58.356812049,USER_0056,GROUP_22,USER_0003,3,0,14,2
INC0010039,Closed,True,0,0,0,True,Phone,LOC_012,Database,Connection,3,3,5,False,False,2,2023-05-06 18:24:40.684308101,USER_0030,GROUP_07,USER_0023,5,0,18,5
INC0010040,Closed,False,1,0,6,False,Self service,LOC_018,Network,VPN,3,3,5,False,False,1,2023-06-14 08:42:20.514980175,USER_0467,GROUP_28,USER_0072,5,0,8,2
INC0010041,Resolved,False,0,0,5,True,Self service,LOC_014,Access,Password reset,3,3,5,True,False,1,2024-10-16 15:23:19.955532584,USER_0099,GROUP_10,USER_0026,5,0,15,2
INC0010042,Closed,False,1,0,5,True,Email,LOC_014,Network,VPN,2,3,4,False,False,1,2023-01-26 11:34:27.054817729,USER_0263,GROUP_17,USER_0075,4,0,11,3
INC0010043,Closed,False,0,0,4,True,Self service,LOC_031,Hardware,Server,2,3,5,False,True,1,2024-03-31 14:28:56.722946904,USER_0131,GROUP_24,USER_0039,5,0,14,6
INC0010044,Closed,False,2,0,10,True,Email,LOC_013,Database,Slow query,2,3,5,False,False,1,2023-06-11 18:20:43.856811695,USER_0254,GROUP_11,USER_0066,5,0,18,6
INC0010045,Active,False,0,0,4,True,Email,LOC_002,Email,Not receiving,1,3,3,False,False,3,2024-09-28 08:22:16.173580870,USER_0430,GROUP_15,USER_0084,3,0,8,5
INC0010046,Closed,False,1,0,6,True,Chat,LOC_017,Database,Replication,2,2,4,True,True,3,2023-05-11 10:12:39.144616860,USER_0349,,USER_0015,4,0,10,3
INC0010047,Closed,False,1,0,6,True,Email,LOC_015,Hardware,Printer,2,3,5,True,False,1,2024-01-09 10:03:30.321248320,USER_0459,GROUP_28,USER_0051,5,0,10,1
INC0010048,Active,False,0,0,7,True,Chat,LOC_012,Network,Connectivity,3,2,4,False,False,2,2023-04-19 00:41:34.794347998,USER_0386,GROUP_06,USER_0076,4,0,0,2
INC0010049,Closed,False,0,0,4,False,Self service,LOC_006,Email,Spam,3,3,5,False,True,2,2024-08-15 09:26:10.959669228,USER_0358,GROUP_15,USER_0047,5,0,9,3
INC0010050,Closed,True,1,0,6,True,Phone,,Other,Other,2,3,5,True,False,2,2024-06-02 00:25:27.239206483,USER_0112,GROUP_06,USER_0007,5,0,0,6
INC0010051,Active,False,2,0,10,True,Self service,LOC_005,Email,Not receiving,2,3,4,False,False,2,2024-11-19 10:48:53.290904976,USER_0076,GROUP_05,USER_0059,4,0,10,1
INC0010052,Closed,True,1,3,13,False,Phone,LOC_038,Software,Crash,2,2,2,False,True,1,2024-06-20 14:22:51.085211385,USER_0290,GROUP_04,USER_0097,2,1,14,3
INC0010053,Active,False,2,0,13,True,Email,LOC_027,Access,VPN access,2,2,3,False,True,1,2024-01-28 18:10:20.613021376,USER_0120,GROUP_11,USER_0029,3,0,18,6
INC0010054,Closed,False,1,0,6,True,Email,LOC_047,Software,Performance,2,3,4,False,False,2,2023-09-06 04:38:18.050197616,USER_0047,GROUP_15,USER_0003,4,0,4,2
INC0010055,Resolved,False,2,0,6,False,Walk-in,LOC_025,Software,Crash,1,3,4,False,False,1,2023-01-09 00:27:03.520809030,USER_0009,GROUP_23,USER_0084,4,0,0,0
INC0010056,Closed,True,0,0,4,True,Phone,LOC_007,Software,Installation,3,3,5,True,True,1,2024-04-12 18:36:37.341002930,USER_0316,GROUP_03,USER_0097,5,0,18,4
INC0010057,Closed,False,2,0,10,True,Walk-in,,Software,Performance,3,3,4,False,False,1,2023-10-13 23:50:17.607543244,USER_0255,GROUP_25,USER_0096,4,0,23,4
INC0010058,Closed,True,1,0,7,True,Chat,LOC_043,Email,Not sending,3,3,5,True,False,2,2024-03-06 03:37:16.366824633,USER_0283,GROUP_06,USER_0098,5,0,3,2
INC0010059,Closed,True,4,0,18,False,Phone,LOC_039,Software,Performance,1,1,2,False,True,2,2024-12-15 08:37:03.216779742,USER_0420,GROUP_20,USER_0011,2,1,8,6
INC0010060,Closed,False,1,0,4,False,Walk-in,,Software,Crash,3,3,4,False,True,1,2023-11-23 05:28:10.413560669,USER_0125,GROUP_27,USER_0052,4,0,5,3
INC0010061,Closed,False,1,0,6,True,Phone,LOC_040,Hardware,Server,3,2,4,True,False,2,2023-12-09 06:38:55.197768160,USER_0091,GROUP_08,USER_0042,4,0,6,5
INC0010062,Closed,False,0,0,2,True,Phone,LOC_025,Network,Firewall,3,1,3,False,False,2,2023-07-08 22:04:29.350557116,USER_0383,GROUP_03,USER_0018,3,0,22,5
INC0010063,Closed,False,2,0,7,False,Chat,,Database,Slow query,3,3,5,False,True,1,2023-07-18 18:39:36.020566084,USER_0088,GROUP_28,USER_0084,5,0,18,1
INC0010064,Resolved,False,0,0,9,True,Email,LOC_018,Hardware,Monitor,3,3,5,False,False,2,2023-12-27 11:36:29.894271614,USER_0279,GROUP_04,USER_0038,5,0,11,2
INC0010065,Resolved,True,0,0,5,True,Email,LOC_025,Network,Firewall,1,3,3,False,False,2,2024-04-18 13:52:00.806646893,USER_0401,GROUP_05,USER_0070,3,0,13,3
INC0010066,Closed,False,2,1,17,True,Email,LOC_025,Security,Phishing,3,2,5,False,False,1,2023-03-11 10:22:39.187400091,USER_0138,GROUP_17,USER_0063,5,0,10,5
INC0010067,Resolved,False,3,1,13,False,Phone,LOC_005,Security,Access breach,1,2,2,False,True,1,2023-03-02 00:35:12.017874066,USER_0403,GROUP_24,USER_0021,2,1,0,3
INC0010068,Closed,False,0,1,5,True,Self service,LOC_030,Email,Not receiving,2,3,4,False,False,2,2023-10-06 08:52:13.648037308,USER_0095,,USER_0080,4,0,8,4
INC0010069,Resolved,False,0,0,1,True,Phone,LOC_037,Software,Installation,3,1,4,False,False,1,2024-01-17 12:47:07.311107967,USER_0326,GROUP_21,USER_0075,4,0,12,2
INC0010070,Closed,True,2,0,13,True,Phone,LOC_014,Access,Permission,3,3,5,False,False,3,2023-05-27 20:53:00.625472397,USER_0157,,USER_0055,5,0,20,5
INC0010071,Active,False,1,0,15,False,Chat,LOC_041,Access,Account locked,3,3,4,True,False,1,2024-08-03 21:53:23.581831506,USER_0220,GROUP_18,USER_0008,4,0,21,5
INC0010072,Closed,False,0,0,2,True,Chat,LOC_043,Email,Spam,3,3,4,False,True,1,2024-02-13 19:46:08.198118086,USER_0435,GROUP_16,USER_0013,4,0,19,1
INC0010073,Closed,False,1,0,6,True,Email,LOC_022,Database,Replication,3,2,4,False,True,2,2024-07-18 16:12:11.719075706,USER_0296,GROUP_01,USER_0098,4,0,16,3
INC0010074,Resolved,False,1,0,7,False,Phone,LOC_044,Software,Performance,3,2,5,True,False,1,2024-04-11 19:36:20.333191689,USER_0326,GROUP_27,USER_0065,5,0,19,3
INC0010075,Closed,False,3,1,13,True,Email,LOC_009,Other,Miscellaneous,3,1,3,True,False,2,2024-01-15 19:10:20.416573731,USER_0318,GROUP_20,USER_0013,3,0,19,0
INC0010076,Resolved,False,1,0,4,True,Walk-in,LOC_024,Hardware,Server,3,3,5,False,False,2,2023-07-05 14:19:14.999707501,USER_0027,GROUP_06,USER_0072,5,0,14,2
INC0010077,Closed,False,3,0,12,True,Phone,LOC_040,Hardware,Printer,1,3,3,False,False,2,2023-03-24 04:08:03.625149850,USER_0093,GROUP_03,USER_0047,3,0,4,4
INC0010078,Resolved,True,3,1,16,False,Phone,LOC_026,Software,Crash,2,1,1,True,False,1,2023-09-15 01:54:32.395746252,USER_0300,GROUP_13,USER_0059,1,1,1,4
INC0010079,Active,False,1,0,9,False,Walk-in,LOC_030,Network,Firewall,2,2,3,False,False,1,2024-10-17 06:24:58.183836395,USER_0445,GROUP_26,USER_0049,3,0,6,3
INC0010080,Closed,False,1,0,6,True,Email,LOC_038,Other,Other,3,3,5,False,True,2,2024-04-06 00:18:33.779700983,USER_0493,GROUP_23,USER_0039,5,0,0,5
INC0010081,Closed,False,0,0,6,True,Phone,,Database,Backup,3,1,3,True,False,1,2023-05-12 08:11:36.130805371,USER_0472,GROUP_03,USER_0045,3,0,8,4
INC0010082,Closed,False,1,0,7,False,Phone,LOC_006,Database,Slow query,3,3,4,False,False,1,2023-10-01 10:15:53.930167104,USER_0340,GROUP_25,USER_0076,4,0,10,6
INC0010083,Closed,True,2,0,11,False,Walk-in,,Security,Malware,2,3,3,True,True,1,2023-06-13 22:44:04.434114281,USER_0118,GROUP_25,USER_0061,3,0,22,1
INC0010084,Resolved,False,0,0,5,True,Email,LOC_023,Software,Installation,3,2,4,False,True,1,2023-11-17 11:38:23.847890118,USER_0013,GROUP_04,USER_0006,4,0,11,4
INC0010085,Closed,True,3,0,13,True,Phone,,Network,Firewall,2,1,1,True,True,1,2023-03-26 17:35:18.156489028,USER_0155,GROUP_19,USER_0056,1,1,17,6
INC0010086,Active,False,0,0,3,False,Walk-in,LOC_011,Database,Connection,3,2,5,True,False,1,2024-06-03 19:30:37.360377010,USER_0041,GROUP_15,USER_0081,5,0,19,0
INC0010087,Closed,False,0,0,5,False,Self service,LOC_045,Email,Spam,3,3,5,False,False,1,2024-01-22 00:21:51.243360098,USER_0116,GROUP_05,USER_0095,5,0,0,0
INC0010088,Closed,False,1,1,9,False,Phone,LOC_039,Software,Crash,3,3,5,False,True,1,2024-12-05 03:26:15.401316865,USER_0332,GROUP_10,USER_0094,5,0,3,3
INC0010089,Closed,False,1,1,12,True,Email,LOC_018,Email,Attachment,2,1,1,False,True,1,2023-03-13 06:33:58.542769769,USER_0498,GROUP_06,USER_0029,1,1,6,0
INC0010090,Closed,False,1,0,6,True,Phone,LOC_040,Hardware,Server,3,3,5,False,False,2,2023-11-09 14:49:31.146231154,USER_0244,,USER_0024,5,0,14,3
INC0010091,Closed,False,0,0,3,True,Email,LOC_023,Hardware,Monitor,3,2,5,False,False,1,2023-12-13 06:01:22.847630986,USER_0192,GROUP_17,USER_0073,5,0,6,2
INC0010092,Closed,False,0,0,8,False,Phone,LOC_014,Network,DNS,3,3,5,False,True,1,2024-01-04 06:21:49.688680967,USER_0047,,USER_0095,5,0,6,3
INC0010093,Closed,False,3,0,12,True,Phone,LOC_048,Software,Crash,3,3,4,False,False,1,2023-09-26 13:49:28.081672333,USER_0477,GROUP_22,USER_0087,4,0,13,1
INC0010094,Closed,False,1,0,9,True,Email,LOC_021,Email,Not sending,3,3,4,True,False,1,2023-08-29 05:38:38.089044174,USER_0205,GROUP_25,USER_0083,4,0,5,1
INC0010095,Closed,False,0,0,1,True,Email,LOC_048,Email,Not receiving,3,3,5,True,True,2,2023-02-08 10:38:04.906885586,USER_0126,GROUP_11,USER_0047,5,0,10,2
