reassignment_count,reopen_count,contact_type,location,category,subcategory,impact,urgency,notify,assignment_group,hour,day_of_week,is_business_hours,is_weekend,is_night,quarter,impact_urgency_score,escalation_risk
1,0,1,LOC_001,7,20,3,2,2,GROUP_22,15,1,1,0,0,4,5,0
0,0,3,LOC_045,2,27,2,3,1,GROUP_22,7,2,0,0,1,2,5,0
1,1,4,LOC_002,0,21,3,1,1,GROUP_18,4,5,0,1,1,3,4,0
0,0,1,LOC_042,4,29,3,3,3,GROUP_13,2,1,0,0,1,2,6,0
1,0,3,LOC_025,4,7,1,3,2,GROUP_14,20,0,0,0,1,3,4,0
1,0,2,LOC_025,4,29,3,2,1,GROUP_16,3,0,0,0,1,3,5,0
2,0,1,LOC_015,4,8,2,3,1,GROUP_23,6,4,0,0,1,1,5,0
2,1,4,LOC_014,6,13,3,3,1,GROUP_06,21,5,0,1,1,2,6,1
0,0,1,LOC_006,3,23,3,3,1,GROUP_14,14,3,1,0,0,4,6,0
1,0,2,LOC_048,7,10,3,3,1,GROUP_21,12,5,0,1,0,3,6,0
0,0,2,LOC_009,0,30,3,3,1,GROUP_07,17,5,0,1,0,1,6,0
0,0,1,Unknown,2,16,3,2,2,GROUP_10,10,3,1,0,0,3,5,0
0,0,3,LOC_046,2,27,3,3,2,GROUP_14,5,1,0,0,1,3,6,0
0,1,2,LOC_014,4,5,1,3,1,GROUP_18,0,3,0,0,1,4,4,0
2,0,3,LOC_027,4,7,1,2,1,GROUP_10,16,2,1,0,0,1,3,0
2,0,3,LOC_020,7,20,3,2,2,GROUP_29,22,4,0,0,1,4,5,0
0,0,4,LOC_023,0,30,2,3,1,GROUP_12,5,4,0,0,1,2,5,0
0,0,4,LOC_043,7,20,3,3,2,GROUP_16,17,2,0,0,0,1,6,0
1,0,1,LOC_009,4,5,2,2,2,GROUP_16,0,0,0,0,1,4,4,0
0,0,1,Unknown,0,1,2,2,2,GROUP_07,12,6,0,1,0,4,4,0
1,1,1,LOC_030,7,6,3,3,1,GROUP_14,11,0,1,0,0,2,6,0
0,0,2,Unknown,1,24,3,3,1,GROUP_27,22,4,0,0,1,2,6,0
1,0,2,LOC_048,0,19,3,1,1,GROUP_01,0,2,0,0,1,2,4,0
1,1,2,LOC_045,3,11,3,2,1,GROUP_26,13,0,1,0,0,2,5,0
0,0,2,Unknown,2,27,3,3,1,GROUP_14,9,4,1,0,0,4,6,0
2,2,1,LOC_007,2,2,3,1,3,GROUP_28,16,3,1,0,0,3,4,1
0,0,0,LOC_011,7,6,3,3,2,GROUP_05,21,1,0,0,1,3,6,0
0,0,3,LOC_031,4,5,3,3,1,GROUP_07,22,6,0,1,1,2,6,0
0,0,2,LOC_048,0,30,3,3,2,GROUP_04,18,6,0,1,1,4,6,0
1,0,2,LOC_041,4,7,2,3,3,GROUP_20,23,2,0,0,1,1,5,0
0,1,1,LOC_030,7,20,3,2,1,GROUP_04,16,0,1,0,0,1,5,0
2,0,4,LOC_027,7,12,2,3,1,GROUP_01,17,0,0,0,0,2,5,0
0,0,3,LOC_017,5,9,3,3,2,GROUP_23,5,0,0,0,1,3,6,0
1,0,1,LOC_032,4,29,2,3,1,GROUP_26,21,4,0,0,1,3,5,0
2,1,2,LOC_040,7,12,3,3,2,GROUP_16,11,5,0,1,0,1,6,1
0,0,1,LOC_032,1,4,2,3,1,GROUP_08,18,1,0,0,1,2,5,0
0,0,1,LOC_009,2,17,3,3,1,GROUP_14,5,5,0,1,1,2,6,0
1,0,3,LOC_014,4,7,2,2,2,GROUP_10,1,4,0,0,1,4,4,0
1,0,1,Unknown,1,4,3,3,2,GROUP_04,13,2,1,0,0,4,6,0
0,0,2,Unknown,0,19,3,1,1,GROUP_23,23,6,0,1,1,4,4,0
1,0,0,LOC_039,0,19,3,3,1,GROUP_10,20,2,0,0,1,3,6,0
4,1,2,LOC_039,4,29,1,2,1,GROUP_13,18,4,0,0,1,3,3,1
1,0,1,LOC_019,7,12,3,2,2,GROUP_22,2,6,0,1,1,4,5,0
0,0,2,LOC_016,4,7,2,3,3,GROUP_11,5,2,0,0,1,3,5,0
0,0,3,LOC_044,7,6,3,3,1,GROUP_26,23,0,0,0,1,4,6,0
4,0,1,LOC_044,2,17,3,3,1,GROUP_16,2,4,0,0,1,2,6,0
0,0,2,Unknown,0,1,3,3,3,GROUP_04,23,5,0,1,1,2,6,0
0,0,1,Unknown,6,13,2,3,1,GROUP_14,0,0,0,0,1,3,5,0
1,0,1,LOC_013,2,17,3,2,1,GROUP_01,19,0,0,0,1,2,5,0
2,0,1,LOC_010,7,20,3,3,3,GROUP_22,22,3,0,0,1,2,6,0
0,0,2,LOC_026,2,16,3,2,1,GROUP_11,1,3,0,0,1,4,5,0
2,0,3,LOC_006,0,30,3,3,1,GROUP_20,19,5,0,1,1,4,6,0
1,0,2,LOC_045,2,17,3,2,2,GROUP_28,14,5,0,1,0,4,5,0
0,0,2,LOC_033,0,1,3,1,1,GROUP_18,9,1,1,0,0,4,4,0
1,0,0,Unknown,4,5,2,3,2,GROUP_01,11,2,1,0,0,2,5,0
0,0,1,LOC_011,7,10,3,3,2,GROUP_05,7,0,0,0,1,1,6,0
1,0,2,LOC_042,4,29,3,1,2,GROUP_02,2,5,0,1,1,2,4,0
2,0,1,LOC_046,6,31,3,3,2,GROUP_23,16,1,1,0,0,3,6,0
1,0,1,LOC_044,4,7,2,2,1,GROUP_08,17,2,0,0,0,2,4,0
2,0,3,LOC_033,0,30,2,3,1,GROUP_11,20,0,0,0,1,4,5,0
0,0,2,Unknown,7,12,3,2,1,Unassigned,3,3,0,0,1,4,5,0
2,0,1,LOC_024,4,5,3,2,1,GROUP_19,19,6,0,1,1,2,5,0
2,0,1,Unknown,6,13,3,3,1,GROUP_08,22,3,0,0,1,1,6,0
1,0,1,LOC_030,2,2,3,3,1,GROUP_29,18,0,0,0,1,3,6,0
0,0,1,LOC_030,0,19,3,2,1,GROUP_23,23,0,0,0,1,2,5,0
1,0,2,LOC_027,7,6,3,3,3,Unassigned,7,0,0,0,1,4,6,0
0,0,1,LOC_033,1,3,3,3,1,GROUP_26,2,4,0,0,1,4,6,0
0,0,4,Unknown,6,13,3,3,1,GROUP_17,10,0,1,0,0,3,6,0
0,0,2,Unknown,1,3,3,3,1,GROUP_02,8,3,0,0,0,3,6,0
1,0,1,Unknown,2,16,2,1,2,GROUP_02,1,3,0,0,1,4,3,0
1,0,4,LOC_036,4,29,3,3,1,GROUP_20,6,0,0,0,1,1,6,0
3,0,3,LOC_008,0,19,3,2,1,GROUP_14,0,0,0,0,1,3,5,0
2,0,2,LOC_023,0,21,2,3,3,GROUP_16,11,0,1,0,0,4,5,0
2,0,1,LOC_002,2,16,3,1,1,GROUP_26,12,0,1,0,0,4,4,0
3,0,2,LOC_043,2,27,3,3,1,GROUP_10,13,5,0,1,0,1,6,0
1,0,1,LOC_021,7,20,3,1,1,GROUP_28,2,1,0,0,1,3,4,0
1,0,1,LOC_049,4,7,2,3,1,GROUP_17,2,1,0,0,1,2,5,0
1,0,1,LOC_002,7,10,3,3,1,GROUP_17,6,3,0,0,1,2,6,0
3,0,4,LOC_004,3,15,3,2,2,GROUP_28,7,5,0,1,1,2,5,0
1,0,2,Unknown,6,31,2,2,1,GROUP_10,2,3,0,0,1,2,4,0
1,0,0,LOC_046,2,27,3,3,3,GROUP_10,2,0,0,0,1,1,6,0
0,0,2,LOC_038,6,0,3,2,1,GROUP_24,21,3,0,0,1,2,5,0
0,0,2,LOC_026,3,11,2,3,3,GROUP_13,11,3,1,0,0,4,5,0
3,0,2,LOC_027,0,1,3,3,2,GROUP_24,8,5,0,1,0,4,6,0
2,0,3,LOC_023,1,24,3,2,2,GROUP_07,20,0,0,0,1,2,5,0
0,0,3,LOC_018,6,31,1,3,2,GROUP_06,11,3,1,0,0,1,4,0
0,0,4,LOC_010,2,17,3,3,1,Unassigned,10,4,1,0,0,2,6,0
1,1,2,LOC_019,3,25,2,3,1,GROUP_29,10,1,1,0,0,3,5,0
0,0,2,LOC_029,7,20,3,2,1,GROUP_24,5,6,0,1,1,2,5,0
1,0,3,Unknown,2,17,3,3,1,GROUP_12,16,4,1,0,0,4,6,0
1,1,2,LOC_027,0,19,3,3,1,GROUP_01,13,5,0,1,0,3,6,0
6,1,4,LOC_010,4,5,2,1,1,GROUP_04,10,2,1,0,0,2,3,1
0,1,3,LOC_020,7,12,2,3,2,Unassigned,2,5,0,1,1,2,5,0
0,0,3,LOC_045,1,4,3,2,2,GROUP_26,11,4,1,0,0,2,5,0
0,0,2,LOC_046,7,20,3,2,2,GROUP_25,13,2,1,0,0,3,5,0
1,0,2,LOC_042,6,31,3,1,3,GROUP_02,21,4,0,0,1,3,4,0
0,0,1,LOC_015,2,27,1,3,1,GROUP_22,14,3,1,0,0,1,4,0
0,0,2,LOC_030,7,12,3,3,2,GROUP_01,2,2,0,0,1,2,6,0
0,0,3,LOC_027,5,18,3,3,1,GROUP_16,16,0,1,0,0,3,6,0
0,1,2,Unknown,4,5,2,3,2,GROUP_06,18,1,0,0,1,2,5,0
1,0,2,LOC_017,1,26,3,3,1,GROUP_25,17,5,0,1,0,1,6,0
0,1,2,LOC_031,5,9,3,2,1,GROUP_22,6,0,0,0,1,4,5,0
3,0,1,Unknown,1,26,2,1,1,GROUP_09,17,2,0,0,0,4,3,0
0,0,2,LOC_020,4,8,3,2,1,GROUP_23,20,4,0,0,1,2,5,0
2,0,2,LOC_035,2,17,3,3,1,GROUP_11,0,3,0,0,1,1,6,0
0,0,2,LOC_026,2,2,2,3,1,GROUP_24,6,2,0,0,1,2,5,0
0,0,1,LOC_040,4,5,2,3,2,GROUP_01,20,3,0,0,1,4,5,0
0,0,1,LOC_045,4,5,3,2,3,GROUP_03,11,0,1,0,0,1,5,0
2,0,2,LOC_033,4,7,2,3,2,GROUP_08,4,1,0,0,1,4,5,0
0,0,1,LOC_025,4,7,3,2,2,GROUP_16,21,5,0,1,1,3,5,0
3,0,3,Unknown,4,5,1,3,1,GROUP_26,8,0,0,0,0,3,4,0
1,0,0,LOC_045,4,5,3,3,1,GROUP_27,1,0,0,0,1,1,6,0
1,1,3,LOC_032,7,10,3,1,2,GROUP_06,17,2,0,0,0,1,4,0
0,1,2,LOC_014,7,12,3,3,1,GROUP_21,7,0,0,0,1,2,6,0
0,0,0,LOC_018,7,10,3,3,2,GROUP_20,2,0,0,0,1,3,6,0
3,0,1,LOC_007,4,7,1,2,2,GROUP_18,21,4,0,0,1,2,3,0
0,0,1,LOC_048,5,18,3,2,2,GROUP_06,10,0,1,0,0,4,5,0
0,0,2,LOC_010,7,6,3,3,2,GROUP_28,14,5,0,1,0,2,6,0
1,0,1,LOC_033,1,26,3,3,3,GROUP_05,6,1,0,0,1,2,6,0
1,0,3,LOC_020,7,6,2,3,3,GROUP_02,3,4,0,0,1,4,5,0
1,0,2,LOC_023,1,26,3,3,1,GROUP_22,5,6,0,1,1,3,6,0
3,0,1,LOC_009,2,27,3,2,2,Unassigned,5,3,0,0,1,2,5,0
1,0,2,LOC_026,2,2,3,3,1,GROUP_06,0,5,0,1,1,2,6,0
0,0,1,LOC_022,3,11,3,3,2,Unassigned,20,6,0,1,1,2,6,0
1,1,1,LOC_014,5,9,3,2,1,Unassigned,21,3,0,0,1,4,5,0
0,0,1,LOC_043,4,7,1,3,2,GROUP_25,8,3,0,0,0,4,4,0
0,0,2,LOC_031,2,16,3,1,2,GROUP_27,4,5,0,1,1,4,4,0
1,0,3,LOC_006,7,10,2,3,1,GROUP_11,13,6,0,1,0,2,5,0
1,0,1,LOC_043,7,12,3,3,1,GROUP_04,18,3,0,0,1,3,6,0
1,0,2,LOC_031,1,4,3,3,1,GROUP_03,0,0,0,0,1,2,6,0
1,0,4,LOC_015,7,12,2,3,2,GROUP_10,3,6,0,1,1,4,5,0
0,0,2,LOC_032,4,8,3,3,1,GROUP_11,1,2,0,0,1,3,6,0
0,0,2,LOC_003,5,9,3,2,2,GROUP_28,20,2,0,0,1,3,5,0
1,0,2,LOC_001,7,12,3,2,1,GROUP_10,14,6,0,1,0,3,5,0
3,0,2,LOC_006,5,18,2,2,1,GROUP_02,9,4,1,0,0,4,4,0
3,0,4,LOC_024,4,8,2,2,1,GROUP_13,11,5,0,1,0,2,4,0
2,1,2,LOC_004,7,20,3,1,3,GROUP_17,8,5,0,1,0,2,4,1
0,0,2,LOC_033,5,14,2,3,1,GROUP_09,23,0,0,0,1,3,5,0
1,0,2,LOC_012,4,7,3,2,1,GROUP_05,0,4,0,0,1,3,5,0
4,0,2,LOC_031,6,31,3,3,3,GROUP_18,23,6,0,1,1,1,6,0
2,0,1,LOC_038,0,21,3,1,1,GROUP_04,6,1,0,0,1,2,4,0
0,0,3,LOC_040,6,13,3,2,3,GROUP_10,5,6,0,1,1,4,5,0
1,0,2,LOC_017,7,20,2,3,1,GROUP_13,0,2,0,0,1,2,5,0
0,0,1,LOC_033,4,29,3,2,1,GROUP_13,3,0,0,0,1,3,5,0
0,0,3,LOC_032,7,6,3,3,1,GROUP_20,10,0,1,0,0,3,6,0
1,0,3,LOC_003,5,9,1,3,1,Unassigned,0,2,0,0,1,1,4,0
0,0,2,LOC_049,2,17,3,3,1,GROUP_17,23,2,0,0,1,1,6,0
2,0,3,LOC_048,2,27,2,3,1,GROUP_02,22,6,0,1,1,3,5,0
0,0,4,LOC_002,0,1,3,1,1,GROUP_03,5,0,0,0,1,1,4,0
2,0,3,LOC_002,7,6,3,2,1,GROUP_21,5,5,0,1,1,4,5,0
0,0,1,LOC_008,6,22,3,3,1,GROUP_09,1,1,0,0,1,1,6,0
0,0,1,LOC_028,7,10,3,2,1,Unassigned,4,0,0,0,1,2,5,0
1,0,1,LOC_008,7,6,2,3,3,GROUP_10,16,0,1,0,0,4,5,0
0,0,2,LOC_034,6,31,3,2,2,GROUP_05,0,1,0,0,1,4,5,0
1,0,2,LOC_014,7,20,2,3,1,Unassigned,11,0,1,0,0,1,5,0
1,0,3,LOC_028,2,16,3,3,1,GROUP_21,5,1,0,0,1,4,6,0
0,1,3,LOC_027,3,11,3,3,1,GROUP_12,9,3,1,0,0,4,6,0
0,0,3,LOC_011,7,20,1,3,2,GROUP_25,19,6,0,1,1,4,4,0
0,0,2,LOC_010,4,5,3,3,3,GROUP_27,9,5,0,1,0,2,6,0
0,0,2,LOC_048,7,20,3,3,2,GROUP_23,21,1,0,0,1,4,6,0
0,0,3,Unknown,0,30,3,1,1,GROUP_07,1,1,0,0,1,3,4,0
0,1,2,LOC_048,7,12,3,3,1,GROUP_02,14,6,0,1,0,1,6,0
4,0,3,Unknown,7,10,3,1,1,GROUP_15,11,0,1,0,0,2,4,0
0,0,1,LOC_045,5,9,3,3,1,GROUP_17,17,0,0,0,0,1,6,0
1,1,1,LOC_013,4,7,2,2,1,GROUP_21,20,2,0,0,1,4,4,0
1,0,0,LOC_028,6,22,2,3,1,GROUP_01,4,0,0,0,1,4,5,0
2,0,1,LOC_023,4,7,3,3,1,GROUP_29,22,3,0,0,1,4,6,0
0,0,1,LOC_012,1,26,3,3,1,GROUP_17,12,6,0,1,0,3,6,0
1,0,0,LOC_001,0,30,3,1,3,GROUP_05,16,5,0,1,0,2,4,0
0,0,3,LOC_014,7,6,2,3,2,GROUP_24,2,6,0,1,1,4,5,0
0,0,1,LOC_021,4,8,2,2,2,GROUP_03,11,5,0,1,0,4,4,0
1,0,2,LOC_021,2,17,2,2,2,GROUP_26,15,6,0,1,0,4,4,0
1,0,1,Unknown,1,24,2,3,1,GROUP_12,1,1,0,0,1,2,5,0
1,0,3,LOC_035,2,16,3,2,2,GROUP_17,14,0,1,0,0,2,5,0
1,0,3,LOC_037,1,3,2,3,3,GROUP_17,5,1,0,0,1,2,5,0
1,0,2,LOC_035,7,10,3,3,1,GROUP_04,12,2,1,0,0,2,6,0
1,0,3,LOC_032,4,7,3,2,2,GROUP_03,3,6,0,1,1,3,5,0
0,0,3,LOC_036,6,0,3,2,2,GROUP_03,6,4,0,0,1,3,5,0
0,0,2,LOC_004,6,31,3,3,1,GROUP_09,23,2,0,0,1,3,6,0
2,0,2,LOC_001,7,20,3,3,2,GROUP_18,13,0,1,0,0,3,6,0
1,0,3,LOC_015,0,19,3,3,1,Unassigned,11,1,1,0,0,2,6,0
0,0,0,LOC_033,6,0,3,2,1,GROUP_24,22,2,0,0,1,2,5,0
1,1,3,LOC_044,2,16,3,2,1,GROUP_22,19,0,0,0,1,3,5,0
0,0,1,LOC_013,2,2,3,2,1,GROUP_18,17,5,0,1,0,3,5,0
0,0,1,LOC_031,4,29,3,3,1,GROUP_25,2,6,0,1,1,2,6,0
0,1,2,LOC_011,4,5,1,3,3,GROUP_04,22,5,0,1,1,1,4,0
0,0,2,LOC_049,4,7,2,2,1,GROUP_04,12,6,0,1,0,2,4,0
0,0,4,LOC_042,4,8,2,3,1,GROUP_15,8,0,0,0,0,3,5,0
0,0,2,Unknown,4,5,3,3,1,GROUP_09,0,5,0,1,1,2,6,0
0,0,2,LOC_004,1,26,3,3,2,GROUP_20,13,6,0,1,0,4,6,0
2,0,1,Unknown,5,9,1,2,2,GROUP_09,4,5,0,1,1,3,3,0
0,0,2,Unknown,7,20,3,2,2,GROUP_21,14,4,1,0,0,4,5,0
0,0,1,LOC_027,7,6,2,3,1,GROUP_24,21,3,0,0,1,2,5,0
0,0,2,LOC_003,3,25,3,3,1,GROUP_12,0,5,0,1,1,2,6,0
0,0,2,Unknown,7,10,2,2,3,GROUP_22,7,1,0,0,1,2,4,0
1,0,0,LOC_004,6,13,2,2,2,GROUP_28,5,0,0,0,1,3,4,0
2,0,3,Unknown,4,29,3,3,2,GROUP_29,12,2,1,0,0,1,6,0
0,0,1,LOC_033,7,20,3,2,1,GROUP_12,20,2,0,0,1,2,5,0
1,0,2,LOC_050,7,10,3,3,2,GROUP_20,12,0,1,0,0,4,6,0
1,0,1,Unknown,7,12,2,2,1,GROUP_11,20,6,0,1,1,1,4,0
2,0,2,Unknown,3,11,2,3,2,GROUP_09,17,3,0,0,0,2,5,0
0,0,2,LOC_002,7,20,3,3,1,Unassigned,10,5,0,1,0,4,6,0
2,0,1,LOC_003,4,7,2,3,1,Unassigned,19,2,0,0,1,4,5,0
0,0,1,LOC_007,0,21,3,3,1,GROUP_17,22,4,0,0,1,4,6,0
3,0,1,LOC_015,4,7,3,2,2,GROUP_04,7,4,0,0,1,1,5,0
0,0,2,LOC_019,4,7,2,2,1,GROUP_03,6,4,0,0,1,2,4,0
0,0,1,LOC_047,0,21,3,3,1,GROUP_08,21,4,0,0,1,2,6,0
1,1,3,LOC_040,7,6,1,2,1,GROUP_19,20,0,0,0,1,3,3,0
1,0,3,LOC_032,4,8,3,3,1,GROUP_04,2,2,0,0,1,3,6,0
1,0,4,LOC_034,4,7,2,1,2,GROUP_21,6,4,0,0,1,1,3,0
3,0,4,LOC_049,0,30,3,1,1,GROUP_18,7,2,0,0,1,4,4,0
0,0,3,LOC_022,1,24,2,3,2,GROUP_07,0,4,0,0,1,3,5,0
1,0,2,LOC_011,4,29,3,3,1,GROUP_07,16,3,1,0,0,1,6,0
2,0,1,LOC_033,3,15,2,3,3,GROUP_10,12,2,1,0,0,3,5,0
1,1,2,LOC_021,3,25,3,3,1,GROUP_07,12,4,1,0,0,4,6,0
2,0,2,LOC_024,4,5,2,2,1,GROUP_05,11,2,1,0,0,3,4,0
1,0,1,LOC_007,6,31,3,2,1,GROUP_25,12,6,0,1,0,4,5,0
0,0,1,Unknown,7,12,3,3,1,GROUP_26,3,4,0,0,1,3,6,0
0,0,1,LOC_027,7,20,3,3,1,GROUP_04,11,4,1,0,0,3,6,0
1,0,0,LOC_013,2,2,2,3,1,GROUP_15,19,6,0,1,1,2,5,0
2,0,2,LOC_019,2,27,1,2,1,GROUP_23,6,1,0,0,1,4,3,0
1,0,4,LOC_033,3,15,3,3,2,GROUP_14,13,1,1,0,0,4,6,0
0,0,4,LOC_004,3,15,3,3,2,GROUP_03,12,3,1,0,0,1,6,0
0,0,1,LOC_009,7,6,2,3,2,GROUP_06,2,1,0,0,1,2,5,0
2,0,4,LOC_021,7,10,2,2,1,GROUP_09,0,4,0,0,1,2,4,0
1,0,2,LOC_019,2,27,3,3,1,GROUP_15,1,4,0,0,1,2,6,0
1,1,2,LOC_029,7,6,2,3,1,GROUP_13,5,6,0,1,1,3,5,0
1,0,1,Unknown,7,10,2,2,2,GROUP_29,6,0,0,0,1,1,4,0
1,0,4,LOC_001,0,30,3,3,1,GROUP_13,9,6,0,1,0,3,6,0
1,0,1,LOC_038,3,11,3,3,1,GROUP_25,3,4,0,0,1,2,6,0
1,0,1,LOC_025,4,8,3,2,1,GROUP_03,23,0,0,0,1,1,5,0
0,0,2,LOC_025,4,29,3,3,1,GROUP_27,11,5,0,1,0,3,6,0
2,0,1,LOC_049,4,5,3,2,3,GROUP_22,10,5,0,1,0,2,5,0
0,0,1,LOC_040,2,16,3,3,1,GROUP_03,6,5,0,1,1,3,6,0
1,0,2,LOC_044,1,4,3,3,2,GROUP_21,4,0,0,0,1,3,6,0
2,0,1,LOC_046,4,5,2,3,1,GROUP_03,8,6,0,1,0,3,5,0
1,0,2,LOC_037,1,4,3,3,1,GROUP_02,15,2,1,0,0,2,6,0
0,0,2,LOC_028,4,7,3,2,2,GROUP_03,18,0,0,0,1,2,5,0
2,0,2,LOC_035,1,24,3,1,1,GROUP_02,17,2,0,0,0,1,4,0
1,1,4,LOC_026,1,4,3,2,1,GROUP_03,7,6,0,1,1,2,5,0
1,0,3,LOC_010,1,24,2,3,2,GROUP_07,3,2,0,0,1,2,5,0
1,0,3,LOC_034,1,26,3,3,1,GROUP_19,2,3,0,0,1,2,6,0
0,0,1,LOC_016,2,27,3,3,2,GROUP_13,14,1,1,0,0,4,6,0
0,0,3,LOC_021,4,8,3,2,1,GROUP_08,16,2,1,0,0,4,5,0
0,0,1,Unknown,4,29,3,3,1,GROUP_24,13,3,1,0,0,4,6,0
1,1,3,LOC_002,4,7,1,3,1,GROUP_05,16,3,1,0,0,4,4,0
1,0,4,LOC_027,1,24,2,3,2,GROUP_12,17,5,0,1,0,4,5,0
4,0,1,LOC_041,4,8,1,2,1,GROUP_09,0,1,0,0,1,2,3,0
1,0,2,LOC_006,0,21,3,2,1,Unassigned,4,4,0,0,1,3,5,0
0,0,3,LOC_038,7,12,3,3,2,GROUP_08,2,1,0,0,1,4,6,0
0,0,1,Unknown,7,10,3,3,2,GROUP_21,13,1,1,0,0,4,6,0
0,0,3,Unknown,7,10,3,1,2,Unassigned,3,3,0,0,1,3,4,0
1,0,3,Unknown,5,18,3,1,2,GROUP_13,2,4,0,0,1,4,4,0
0,0,4,LOC_035,6,0,3,3,1,GROUP_01,19,5,0,1,1,3,6,0
5,0,2,LOC_048,7,12,1,3,2,GROUP_10,14,2,1,0,0,4,4,0
0,0,0,LOC_022,2,2,2,3,2,GROUP_01,23,6,0,1,1,2,5,0
2,0,0,LOC_004,4,8,2,3,1,GROUP_21,12,2,1,0,0,4,5,0
0,1,2,LOC_007,7,12,2,3,1,GROUP_16,19,2,0,0,1,4,5,0
0,1,2,Unknown,0,30,3,3,1,Unassigned,19,6,0,1,1,4,6,0
0,0,2,LOC_031,1,24,3,3,1,GROUP_15,15,5,0,1,0,4,6,0
1,0,2,LOC_034,2,27,2,3,3,GROUP_01,5,5,0,1,1,2,5,0
1,0,1,LOC_015,7,12,3,3,2,GROUP_26,15,4,1,0,0,4,6,0
1,0,2,Unknown,7,20,3,3,3,GROUP_08,3,4,0,0,1,1,6,0
0,0,1,LOC_030,2,27,1,3,1,GROUP_21,9,5,0,1,0,4,4,0
0,0,1,LOC_042,2,17,3,2,1,Unassigned,2,4,0,0,1,1,5,0
1,0,3,LOC_044,0,21,3,2,1,Unassigned,20,1,0,0,1,4,5,0
1,0,1,LOC_045,2,2,3,3,1,GROUP_28,6,4,0,0,1,3,6,0
0,0,2,LOC_019,7,10,3,3,2,GROUP_04,22,0,0,0,1,3,6,0
1,0,1,LOC_047,0,21,2,2,1,GROUP_26,17,5,0,1,0,3,4,0
1,0,4,LOC_015,2,27,3,2,1,GROUP_05,13,2,1,0,0,1,5,0
1,0,1,LOC_002,7,12,3,3,1,Unassigned,2,2,0,0,1,3,6,0
0,0,3,LOC_025,7,6,3,3,1,GROUP_27,1,4,0,0,1,3,6,0
2,0,1,Unknown,1,26,1,3,3,GROUP_08,16,2,1,0,0,1,4,0
0,0,1,LOC_044,4,29,3,3,2,GROUP_20,23,3,0,0,1,1,6,0
0,0,2,LOC_006,7,20,2,3,1,GROUP_13,18,3,0,0,1,4,5,0
1,0,2,Unknown,1,3,3,3,1,GROUP_23,5,2,0,0,1,3,6,0
0,0,2,LOC_047,4,8,3,3,1,GROUP_26,8,4,0,0,0,3,6,0
1,1,1,LOC_010,1,4,2,3,1,GROUP_16,8,0,0,0,0,3,5,0
0,0,2,LOC_019,2,17,3,3,2,GROUP_25,17,4,0,0,0,2,6,0
1,0,4,LOC_006,6,0,2,3,1,GROUP_23,2,1,0,0,1,2,5,0
5,0,2,Unknown,4,7,1,3,1,GROUP_01,14,0,1,0,0,2,4,0
1,0,1,LOC_034,0,30,3,3,1,GROUP_15,23,3,0,0,1,2,6,0
0,0,1,LOC_010,6,0,2,2,2,GROUP_28,3,3,0,0,1,4,4,0
1,0,1,LOC_003,0,30,3,3,1,GROUP_08,13,0,1,0,0,2,6,0
0,1,2,LOC_005,7,20,3,2,1,GROUP_24,10,2,1,0,0,4,5,0
2,0,3,LOC_018,2,27,3,3,1,GROUP_10,16,5,0,1,0,2,6,0
0,0,1,LOC_016,6,13,2,3,1,GROUP_04,12,0,1,0,0,2,5,0
0,0,1,LOC_039,5,14,2,3,1,GROUP_06,21,2,0,0,1,4,5,0
1,0,2,Unknown,6,22,3,1,2,GROUP_22,6,4,0,0,1,2,4,0
2,0,0,LOC_015,4,7,3,3,2,GROUP_22,20,5,0,1,1,2,6,0
1,0,1,Unknown,5,9,3,1,3,GROUP_14,3,5,0,1,1,4,4,0
0,0,0,LOC_012,7,10,2,2,1,GROUP_15,20,0,0,0,1,1,4,0
1,0,1,LOC_016,6,31,2,3,1,GROUP_23,6,3,0,0,1,2,5,0
1,0,2,LOC_006,4,29,2,3,3,GROUP_07,20,3,0,0,1,3,5,0
1,0,3,LOC_041,1,24,3,2,1,GROUP_20,4,3,0,0,1,2,5,0
1,0,1,LOC_021,0,1,3,2,1,GROUP_22,2,2,0,0,1,1,5,0
0,0,1,LOC_019,7,20,3,3,1,GROUP_05,3,5,0,1,1,4,6,0
3,0,0,LOC_010,0,1,3,3,1,GROUP_09,8,6,0,1,0,1,6,0
1,0,4,LOC_032,2,27,3,2,1,GROUP_06,4,1,0,0,1,3,5,0
1,1,1,Unknown,4,29,3,1,1,GROUP_23,20,4,0,0,1,2,4,0
2,2,2,LOC_041,4,8,2,2,3,GROUP_14,3,5,0,1,1,2,4,1
0,0,2,LOC_048,6,22,3,2,2,GROUP_25,21,3,0,0,1,3,5,0
0,0,1,LOC_040,6,31,2,3,2,GROUP_12,11,6,0,1,0,4,5,0
2,0,2,LOC_025,5,14,3,3,2,GROUP_09,17,2,0,0,0,2,6,0
2,0,2,LOC_008,4,8,3,3,1,GROUP_29,19,3,0,0,1,4,6,0
2,0,1,LOC_044,0,19,3,3,2,GROUP_17,15,3,1,0,0,1,6,0
1,0,3,LOC_012,0,21,3,3,1,GROUP_07,6,4,0,0,1,1,6,0
0,0,2,LOC_049,7,20,3,3,1,GROUP_23,7,3,0,0,1,1,6,0
1,0,3,LOC_038,0,1,2,3,1,GROUP_13,3,4,0,0,1,1,5,0
0,0,4,LOC_002,7,6,3,2,1,GROUP_26,3,6,0,1,1,4,5,0
